 	Spike markers	 	 
Time	Value	Cmt Time	Cmt Text
s	V	s	 
46.7328	0.0	36.43	calming
46.768	1.0	36.43	calming
46.8171	0.0	36.43	calming
46.8444	1.0	36.43	calming
46.90845	1.0	36.43	calming
47.00885	1.0	36.43	calming
47.1204	1.0	36.43	calming
47.2512	1.0	36.43	calming
47.3317	1.0	36.43	calming
48.7514	1.0	36.43	calming
48.77195	1.0	36.43	calming
49.13085	1.0	36.43	calming
49.27895	1.0	36.43	calming
49.41155	1.0	36.43	calming
49.4505	1.0	36.43	calming
49.53245	1.0	36.43	calming
49.60145	1.0	36.43	calming
49.63205	1.0	36.43	calming
49.64205	1.0	36.43	calming
49.67105	0.0	36.43	calming
49.6866	1.0	36.43	calming
49.7045	1.0	36.43	calming
49.70865	1.0	36.43	calming
49.7435	1.0	36.43	calming
49.7588	1.0	36.43	calming
49.77635	1.0	36.43	calming
49.7942	1.0	36.43	calming
49.8063	1.0	36.43	calming
49.818	1.0	36.43	calming
49.88665	1.0	36.43	calming
49.93185	0.0	36.43	calming
49.97225	1.0	36.43	calming
49.97575	1.0	36.43	calming
50.0235	1.0	36.43	calming
50.03185	1.0	36.43	calming
50.03805	1.0	36.43	calming
50.06805	1.0	36.43	calming
50.0746	1.0	36.43	calming
50.1333	0.0	36.43	calming
50.15715	1.0	36.43	calming
50.1704	0.0	36.43	calming
50.1757	0.0	36.43	calming
50.2456	0.0	36.43	calming
50.3514	1.0	36.43	calming
50.36125	1.0	36.43	calming
50.38005	1.0	36.43	calming
50.4909	1.0	36.43	calming
50.499	1.0	36.43	calming
50.5071	1.0	36.43	calming
50.5754	1.0	36.43	calming
50.59615	1.0	36.43	calming
50.62865	0.0	36.43	calming
50.7198	1.0	36.43	calming
50.73345	1.0	36.43	calming
50.7456	1.0	36.43	calming
50.7504	0.0	36.43	calming
50.79295	0.0	36.43	calming
50.82815	1.0	36.43	calming
50.8694	1.0	36.43	calming
50.9143	1.0	36.43	calming
